Time,Value,MEASURE,Description
2013,293,LEED_23,Number of Employee Jobs - Other services
2014,328,LEED_23,Number of Employee Jobs - Other services
2015,325,LEED_23,Number of Employee Jobs - Other services
2016,278,LEED_23,Number of Employee Jobs - Other services
2012,10840,LEED_24,Number of Employee Jobs - Total
2013,11129,LEED_24,Number of Employee Jobs - Total
2014,10793,LEED_24,Number of Employee Jobs - Total
2015,10959,LEED_24,Number of Employee Jobs - Total
2016,10786,LEED_24,Number of Employee Jobs - Total
2016,5,SEIFAA_2,SEIFA decile ranking - Index of Relative Socio-Economic Disadvantage (IRSD)
2016,8,SEIFAA_3,SEIFA decile ranking - Index of Relative Socio-Economic Advantage and Disadvantage (IRSAD)
2016,9,SEIFAA_4,SEIFA decile ranking - Index of Education and Occupation (IEO)
2016,1,SEIFAA_5,SEIFA decile ranking - Index of Economic Resources (IER)
2016,6,SEIFAS_2,SEIFA decile ranking - Index of Relative Socio-Economic Disadvantage (IRSD) 
2016,8,SEIFAS_3,SEIFA decile ranking - Index of Relative Socio-Economic Advantage and Disadvantage (IRSAD)
2016,9,SEIFAS_4,SEIFA decile ranking - Index of Education and Occupation (IEO)
2016,1,SEIFAS_5,SEIFA decile ranking - Index of Economic Resources (IER)
2016,7.8,COMMUTE_2,Average commuting distance from Place of Usual Residence (kms)
2016,5.9,COMMUTE_3,Median commuting distance from Place of Usual Residence (kms)
2016,8,COMMUTE_4,Average commuting distance to place of work (kms)
2016,3.6,COMMUTE_5,Median commuting distance to place of work (kms)
2011,3652,TOTMIG_2,Number of Females (no.)
2016,4467,TOTMIG_2,Number of Females (no.)
2011,3724,TOTMIG_3,Number of Males (no.)
2016,4672,TOTMIG_3,Number of Males (no.)
2011,7374,TOTMIG_4,Total population (no.)
2016,9141,TOTMIG_4,Total population (no.)
2011,45,AGEMIG_2,0-4 years (no.)
2016,48,AGEMIG_2,0-4 years (no.)
2011,94,AGEMIG_3,5-9 years (no.)
2016,92,AGEMIG_3,5-9 years (no.)
2011,83,AGEMIG_4,10-14 years (no.)
2016,94,AGEMIG_4,10-14 years (no.)
2011,415,AGEMIG_5,15-19 years (no.)
2016,758,AGEMIG_5,15-19 years (no.)
2011,1832,AGEMIG_6,20-24 years (no.)
2016,2646,AGEMIG_6,20-24 years (no.)
2011,1072,AGEMIG_7,25-29 years (no.)
2016,1461,AGEMIG_7,25-29 years (no.)
2011,633,AGEMIG_8,30-34 years (no.)
2016,721,AGEMIG_8,30-34 years (no.)
2011,449,AGEMIG_9,35-39 years (no.)
2016,501,AGEMIG_9,35-39 years (no.)
2011,373,AGEMIG_10,40-44 years (no.)
2016,423,AGEMIG_10,40-44 years (no.)
2011,410,AGEMIG_11,45-49 years (no.)
2016,367,AGEMIG_11,45-49 years (no.)
2011,332,AGEMIG_12,50-54 years (no.)
2016,375,AGEMIG_12,50-54 years (no.)
2011,319,AGEMIG_13,55-59 years (no.)
2016,318,AGEMIG_13,55-59 years (no.)
2011,341,AGEMIG_14,60-64 years (no.)
2016,287,AGEMIG_14,60-64 years (no.)
2011,254,AGEMIG_15,65-69 years (no.)
2016,276,AGEMIG_15,65-69 years (no.)
2011,235,AGEMIG_16,70-74 years (no.)
2016,210,AGEMIG_16,70-74 years (no.)
2011,209,AGEMIG_17,75-80 years (no.)
2016,227,AGEMIG_17,75-80 years (no.)
2011,165,AGEMIG_18,80-84 years (no.)
2016,189,AGEMIG_18,80-84 years (no.)
2011,100,AGEMIG_19,84 and over (no.)
2016,142,AGEMIG_19,84 and over (no.)
2011,39,ARRMIG_2,Arrived within 5 years (%)
2016,47.9,ARRMIG_2,Arrived within 5 years (%)
2011,13.3,ARRMIG_3,Arrived 5-10 years ago (%)
2016,12.3,ARRMIG_3,Arrived 5-10 years ago (%)
2011,43.7,ARRMIG_4,Arrived over 10 years ago (%)
2016,35.6,ARRMIG_4,Arrived over 10 years ago (%)
2011,4,ARRMIG_5,Arrival not stated (%)
2016,4.2,ARRMIG_5,Arrival not stated (%)
2011,42.5,CITMIG_2,Australian citizen (%)
2016,32.4,CITMIG_2,Australian citizen (%)
2011,56.1,CITMIG_3,Not an Australian citizen (%)
2016,66.5,CITMIG_3,Not an Australian citizen (%)
2011,1.3,CITMIG_4,Citizenship not stated (%)
2016,1.1,CITMIG_4,Citizenship not stated (%)
2011,11.1,RELMIG_2,Buddhism (%)
2016,7.7,RELMIG_2,Buddhism (%)
2011,40.7,RELMIG_3,Christianity (%)
2016,28.7,RELMIG_3,Christianity (%)
2011,2.3,RELMIG_4,Hinduism (%)
2016,2.5,RELMIG_4,Hinduism (%)
2011,5.3,RELMIG_5,Islam (%)
2016,5.4,RELMIG_5,Islam (%)
2011,2.7,RELMIG_6,Judaism (%)
2016,1.8,RELMIG_6,Judaism (%)
2011,0.5,RELMIG_7,Other Religion (%)
2016,0.5,RELMIG_7,Other Religion (%)
2011,33.9,RELMIG_10,No Religion (%)
2016,48.9,RELMIG_8,Secular beliefs and other spiritual beliefs and no religious affiliation (%)
2011,3.2,RELMIG_9,Religion not stated (%)
2016,4.2,RELMIG_9,Religion not stated (%)
2011,88.7,ENGMIG_2,Proficient in English (%)
2016,86.5,ENGMIG_2,Proficient in English (%)
2011,10.6,ENGMIG_3,Not proficient in English (%)
2016,13,ENGMIG_3,Not proficient in English (%)
2011,0.7,ENGMIG_4,English proficiency not stated (%)
2016,0.5,ENGMIG_4,English proficiency not stated (%)
2011,13.1,QUALMIG_2,Postgraduate Degree level (%)
2016,14.5,QUALMIG_2,Postgraduate Degree level (%)
2011,1.4,QUALMIG_3,Graduate Diploma and Graduate Certificate level (%)
2016,1.4,QUALMIG_3,Graduate Diploma and Graduate Certificate level (%)
2011,24.6,QUALMIG_4,Bachelor Degree level (%)
2016,29,QUALMIG_4,Bachelor Degree level (%)
2011,7.1,QUALMIG_5,Advanced Diploma and Diploma level (%)
2016,5.4,QUALMIG_5,Advanced Diploma and Diploma level (%)
2011,5,QUALMIG_6,Certificate level (%)
2016,4.2,QUALMIG_6,Certificate level (%)
2011,38.4,QUALMIG_7,School education level (%)
2016,37.4,QUALMIG_7,School education level (%)
2011,3.8,QUALMIG_8,Education not stated (%)
2016,2.3,QUALMIG_8,Education not stated (%)
2011,9.8,OCCMIG_2,Managers (%)
2016,9.9,OCCMIG_2,Managers (%)
2011,34.9,OCCMIG_3,Professionals (%)
2016,33.9,OCCMIG_3,Professionals (%)
2011,9,OCCMIG_4,Technicians and trades workers (%)
2016,9.5,OCCMIG_4,Technicians and trades workers (%)
2011,9.3,OCCMIG_5,Community and personal service workers (%)
2016,9.9,OCCMIG_5,Community and personal service workers (%)
2011,14.2,OCCMIG_6,Clerical and administrative workers (%)
2016,11.9,OCCMIG_6,Clerical and administrative workers (%)
2011,8,OCCMIG_7,Sales workers (%)
2016,9.1,OCCMIG_7,Sales workers (%)
2011,3.6,OCCMIG_8,Machinery operators and drivers (%)
2016,3.7,OCCMIG_8,Machinery operators and drivers (%)
2011,9.2,OCCMIG_9,Labourers (%)
2016,9.9,OCCMIG_9,Labourers (%)
2011,2.4,OCCMIG_10,Occupation inadequately described or not stated  (%)
2016,2,OCCMIG_10,Occupation inadequately described or not stated  (%)
2011,3726,LFMIG_2,Labour Force number (no.)
2016,4061,LFMIG_2,Labour Force number (no.)
2011,460,LFMIG_3,Unemployed number (no.)
2016,579,LFMIG_3,Unemployed number (no.)
2011,50.5,LFMIG_4,Participation Rate (%)
2016,44.4,LFMIG_4,Participation Rate (%)
2011,12.3,LFMIG_5,Unemployment Rate (%)
2016,14.3,LFMIG_5,Unemployment Rate (%)
2016,23.7,INCMIG_2,Persons earning $1-$499 per week (%)
2016,17.6,INCMIG_3,Persons earning $500-$999 per week (%)
2016,17.1,INCMIG_4,Persons earning $1000-$1999 per week (%)
2016,3.4,INCMIG_5,Persons earning $2000-$2999 per week (%)
2016,2.4,INCMIG_6,Persons earning $3000 or more per week (%)
2016,32.7,INCMIG_7,Persons earning nil income (%)
2016,1.7,INCMIG_8,Persons with a negative income (%)
2016,1.4,INCMIG_9,Income inadequately described or not stated (%)
2011,4.9,FIELD_2,Natural and Physical Sciences (%)
2016,5.3,FIELD_2,Natural and Physical Sciences (%)
2011,5.3,FIELD_3,Information Technology (%)
2016,4.6,FIELD_3,Information Technology (%)
2011,14.2,FIELD_4,Engineering and Related Technologies (%)
2016,17.7,FIELD_4,Engineering and Related Technologies (%)
2011,3.9,FIELD_5,Architecture and Building (%)
2016,3.9,FIELD_5,Architecture and Building (%)
2011,0.8,FIELD_6,"Agriculture, Environmental and Related Studies (%)"
2016,0.9,FIELD_6,"Agriculture, Environmental and Related Studies (%)"
2011,7.8,FIELD_7,Health (%)
2016,7.4,FIELD_7,Health (%)
2011,4.2,FIELD_8,Education (%)
2016,4.4,FIELD_8,Education (%)
2011,24.2,FIELD_9,Management and Commerce (%)
2016,25.3,FIELD_9,Management and Commerce (%)
2011,10.4,FIELD_10,Society and Culture (%)
2016,11,FIELD_10,Society and Culture (%)
2011,4.4,FIELD_11,Creative Arts (%)
2016,4.7,FIELD_11,Creative Arts (%)
2011,3.4,FIELD_12,"Food, Hospitality and Personal Services (%)"
2016,2.4,FIELD_12,"Food, Hospitality and Personal Services (%)"
2011,0.5,FIELD_13,Mixed Field Programmes (%)
2016,0.7,FIELD_13,Mixed Field Programmes (%)
2011,16.2,FIELD_14,Field of Study Inadequately Described or Not Stated  (%)
2016,11.5,FIELD_14,Field of Study Inadequately Described or Not Stated  (%)
2011,59.5,HOMELESS_2,"Homeless rate per 10,000 persons"
2016,106.1,HOMELESS_2,"Homeless rate per 10,000 persons"
2016,6.4,PERSINC_9,Persons with income not stated (%)
